event_id,game_pk,official_date,season,market,close_point,close_prob,close_books,outcome,model_prob_gbm,model_prob_glm,model_prob_ensemble
15359266a31439a64a7c12b58bdaf954,632781,2021-08-24,2021,totals,8.0,0.4879965080750763,12,0.0,,,
15415eae7215127bfa191e6fa1d3dc59,718570,2023-04-15,2023,totals,9.0,0.5217391304347826,17,1.0,0.4033107933310754,0.466082356987122,0.4346965751590987
154682071680da92164609a1a6a32d73,745633,2024-07-21,2024,totals,9.0,0.48394966450656574,10,1.0,0.39762724056798626,0.367162306548677,0.3823947735583316
154e31652ba23c28df01f3d7c9a1f907,632536,2021-09-09,2021,totals,7.5,0.5108342361863488,13,0.0,,,
154fee45ae73f9cec854b37bc7ac0300,718087,2023-05-21,2023,totals,8.5,0.5128287363694676,17,1.0,0.5875076297677128,0.4127266639090849,0.5001171468383988
155349408533b244908eb1d2c5624ced,745094,2024-05-10,2024,totals,8.0,0.5123451247979889,11,0.0,0.6205929666859241,0.49936268860855104,0.5599778276472376
1555594817b59259e888e050fa155577,746048,2024-06-22,2024,totals,7.5,0.4891657638136511,12,1.0,0.5221059308628837,0.5179986258305166,0.5200522783467001
15576e5660cb6005cb3d35dc59efd2a0,663427,2022-09-16,2022,totals,8.0,0.5178462857320354,8,1.0,0.5079025976978041,0.45378726958668897,0.48084493364224656
155f0c79c2ae414a0988f66e6148690b,632853,2021-08-17,2021,totals,8.5,0.5108342361863488,13,0.0,,,
1564293d733a7f1456bdf9a5a5206941,632622,2021-09-04,2021,totals,9.5,0.4794903319548452,12,0.0,,,
15757d9215a1185bcf5857bcf96588e3,717523,2023-07-02,2023,totals,11.5,0.5,17,1.0,0.5072284115065703,0.5693285931945201,0.5382785023505452
157df3d8f3a583fd6fb841d94b85263e,745487,2024-07-03,2024,totals,8.5,0.4854092582963828,6,1.0,0.5299553729941325,0.5386390732786812,0.5342972231364069
15852dbb55f71122a375e6d45304fcec,716893,2023-08-22,2023,totals,8.5,0.519280205655527,15,1.0,0.44278442922720823,0.5487354280717355,0.4957599286494718
15887187d59ee45403630947e2cb2977,744914,2024-07-01,2024,totals,8.5,0.48384539497253587,12,0.0,0.5107880612099254,0.4928509136143372,0.5018194874121313
158f751dc42637b9c469a9caacf20ebf,718642,2023-04-09,2023,totals,8.5,0.4848162769511084,11,1.0,0.3232275845767257,0.420390683065276,0.37180913382100084
15a94f08a5237d8b8188633ae37d814c,662723,2022-08-10,2022,totals,7.5,0.4810499314211193,14,1.0,0.5764164863282047,0.5906802449554006,0.5835483656418027
15b2db04d3c537203de7baf972d81157,634381,2021-04-30,2021,totals,7.5,0.5108342361863488,11,0.0,,,
15b6fc1f503b4e1bdbe9e77183b2dfad,634373,2021-04-24,2021,totals,9.0,0.5108342361863488,11,1.0,,,
15b8121ecbd7101aa1658fe77f8649db,717130,2023-08-04,2023,totals,8.5,0.5,15,1.0,0.49291428481370764,0.4582039095775333,0.4755590971956205
15c014ce59d906e01381a37f82aa3977,632398,2021-09-21,2021,totals,9.0,0.5217391304347826,11,0.0,,,
15c1b4122e3bc462d8010def52f5d804,718375,2023-04-29,2023,totals,9.0,0.5021949078138718,18,1.0,0.10177085407943334,0.35823887243562336,0.23000486325752834
15c8befacac5b243ac3d866563956306,718133,2023-05-17,2023,totals,9.5,0.4871712636305324,17,1.0,0.4309252562837541,0.43002339948322194,0.43047432788348805
15ca26363fce317ff8dff5795be80f6d,633740,2021-06-12,2021,totals,8.5,0.5108342361863488,9,1.0,,,
15cf793f3deedf99feda87603db1c01d,745005,2024-06-17,2024,totals,8.0,0.5217391304347826,9,1.0,0.5836468125010453,0.5868879776294569,0.5852673950652512
15ee3f4590f383f81df82ee4ff73c996,661282,2022-09-10,2022,totals,8.0,0.4956702459300312,17,1.0,0.4650800116476013,0.6341471416485487,0.549613576648075
15f5624b7b2b1697d80b93ab62c461d1,746168,2024-03-30,2024,totals,8.5,0.5108342361863488,14,1.0,0.4047764113032899,0.47967287172359596,0.44222464151344293
1611c083c70e8ddbe05a15ee58738d6a,662712,2022-05-22,2022,totals,7.0,0.5162039060632053,18,1.0,0.5924111999145544,0.6947182311498801,0.6435647155322173
